Nombre,Plataforma,Fecha_Salida,Score,Score_Jugadores,Desarrollador,Genero,Jugadores,Criticos,Usuarios,Anio,Mes,Numero_Dia,Nombre_Dia,Lista_Generos
The Elder Scrolls IV: Oblivion,PlayStation3,2007-03-20,93,81.0,4JStudios,"role-playing,first-person,first-person,western-style",1,45,672,2007,3,20,Mar,"['role-playing', 'first-person', 'western-style']"
Fallout 3,Xbox360,2008-10-28,93,85.0,BethesdaGameStudios,"role-playing,first-person,first-person,western-style",1,84,1855,2008,10,28,Mar,"['role-playing', 'first-person', 'western-style']"
Gears of War 2,Xbox360,2008-11-07,93,78.0,EpicGames,"action,shooter,shooter,third-person,sci-fi,sci-fi,arcade",2,90,3060,2008,11,7,Vie,"['action', 'third-person', 'arcade', 'shooter', 'sci-fi']"
SoulCalibur II,GameCube,2003-08-27,93,89.0,Namco,"action,fighting,3d",2,45,185,2003,8,27,Mie,"['3d', 'action', 'fighting']"
World Soccer Winning Eleven 6 International,PlayStation2,2003-03-11,93,83.0,KCET,"sports,traditional,soccer,sim",>4,24,78,2003,3,11,Mar,"['soccer', 'sports', 'sim', 'traditional']"
NFL 2K3,PlayStation2,2002-08-12,93,73.0,VisualConcepts,"sports,traditional,football,sim",2,20,26,2002,8,12,Lun,"['football', 'sports', 'sim', 'traditional']"
Mass Effect 3,Xbox360,2012-03-06,93,59.0,BioWare,"role-playing,actionrpg,actionrpg",4,74,3740,2012,3,6,Mar,"['role-playing', 'actionrpg']"
Metal Gear Solid V: The Phantom Pain,PlayStation4,2015-09-01,93,82.0,"KojimaProductions,MobyDickStudio","modern,actionadventure,modern,open-world",>4,86,5583,2015,9,1,Mar,"['modern', 'open-world', 'actionadventure']"
Skies of Arcadia,Dreamcast,2000-11-13,93,89.0,Overworks,"role-playing,console-stylerpg",No info,21,125,2000,11,13,Lun,"['role-playing', 'console-stylerpg']"
The Legend of Zelda: Skyward Sword,Wii,2011-11-20,93,81.0,Nintendo,"actionadventure,fantasy,general,fantasy,open-world",1,81,2401,2011,11,20,Dom,"['actionadventure', 'open-world', 'fantasy', 'general']"
Mario Kart Super Circuit,GameBoyAdvance,2001-08-26,93,79.0,IntelligentSystems,"driving,racing,kart",4,24,190,2001,8,26,Dom,"['racing', 'kart', 'driving']"
Rock Band 3,Xbox360,2010-10-26,93,80.0,HarmonixMusicSystems,"action,miscellaneous,rhythm,music,music",No info,57,148,2010,10,26,Mar,"['rhythm', 'action', 'music', 'miscellaneous']"
Viewtiful Joe,GameCube,2003-10-07,93,83.0,CloverStudio,"action,beat-'em-up",1,52,138,2003,10,7,Mar,"['action', ""beat-'em-up""]"
Test Drive Le Mans,Dreamcast,2000-11-13,93,82.0,MelbourneHouse,"driving,racing,gt/street",No info,18,21,2000,11,13,Lun,"['racing', 'gt/street', 'driving']"
NBA 2K1,Dreamcast,2000-11-01,93,71.0,VisualConcepts,"sports,traditional,basketball,sim",No info,19,19,2000,11,1,Mie,"['basketball', 'sports', 'sim', 'traditional']"
Castlevania: Symphony of the Night,PlayStation,1997-10-02,93,92.0,Konami,"action,platformer,2d",1,12,664,1997,10,2,Jue,"['platformer', '2d', 'action']"
Star Wars: Knights of the Old Republic,PC,2003-11-18,93,90.0,BioWare,"role-playing,third-person,third-person,general",1,33,2007,2003,11,18,Mar,"['role-playing', 'third-person', 'general']"
Virtua Fighter 4: Evolution,PlayStation2,2003-08-13,93,86.0,Sega,"action,fighting,3d",2,30,65,2003,8,13,Mie,"['3d', 'action', 'fighting']"
Uncharted 4: A Thief's End,PlayStation4,2016-05-10,93,85.0,NaughtyDog,"general,modern,actionadventure,linear",>4,113,12333,2016,5,10,Mar,"['modern', 'linear', 'general', 'actionadventure']"
Super Smash Bros. Ultimate,Switch,2018-12-07,93,86.0,"Nintendo,HALLabs,BandaiNamcoGames,SoraLtd.","action,fighting,2d",>4,99,2819,2018,12,7,Vie,"['2d', 'action', 'fighting']"
Braid,PlayStation3,2009-11-12,93,78.0,"HotheadGames,NumberNoneInc.","action,platformer,platformer,2d,2d",1,20,234,2009,11,12,Jue,"['platformer', '2d', 'action']"
Mass Effect 3,PlayStation3,2012-03-05,93,57.0,BioWare,"role-playing,actionrpg,actionrpg",4,30,1942,2012,3,5,Lun,"['role-playing', 'actionrpg']"
Paper Mario,Nintendo64,2001-02-05,93,91.0,IntelligentSystems,"role-playing,console-stylerpg",No info,15,420,2001,2,5,Lun,"['role-playing', 'console-stylerpg']"
Wipeout XL,PlayStation,1996-09-30,93,86.0,Psygnosis,"driving,racing,futuristic",2,8,40,1996,9,30,Lun,"['racing', 'futuristic', 'driving']"
Grand Theft Auto: San Andreas,Xbox,2005-06-07,93,87.0,RockstarNorth,"actionadventure,modern",2,58,165,2005,6,7,Mar,"['actionadventure', 'modern']"
Resident Evil 2,XboxOne,2019-01-25,93,86.0,CapcomR&DDivision1,"actionadventure,survival",1,27,896,2019,1,25,Vie,"['actionadventure', 'survival']"
INSIDE,XboxOne,2016-06-29,93,83.0,PLAYDEAD,"action,platformer,2d",No info,87,662,2016,6,29,Mie,"['platformer', '2d', 'action']"
World of Warcraft,PC,2004-11-23,93,74.0,BlizzardEntertainment,"role-playing,massivelymultiplayeronline,massivelymultiplayer,fantasy,fantasy",>4,57,2934,2004,11,23,Mar,"['massivelymultiplayer', 'role-playing', 'massivelymultiplayeronline', 'fantasy']"
Grand Theft Auto: San Andreas,PC,2005-06-07,93,89.0,RockstarNorth,"actionadventure,modern,modern,open-world",1,47,3074,2005,6,7,Mar,"['actionadventure', 'open-world', 'modern']"
Flipnote Studio,DS,2009-08-12,93,75.0,Nintendo,"miscellaneous,general,application",No info,7,62,2009,8,12,Mie,"['application', 'general', 'miscellaneous']"
World Soccer Winning Eleven 7 International,PlayStation2,2004-02-17,93,83.0,KCET,"sports,traditional,soccer,sim",>4,28,57,2004,2,17,Mar,"['soccer', 'sports', 'sim', 'traditional']"
NBA 2K2,Dreamcast,2001-10-24,93,73.0,VisualConcepts,"sports,traditional,basketball,sim",No info,12,22,2001,10,24,Mie,"['basketball', 'sports', 'sim', 'traditional']"
SoulCalibur II,PlayStation2,2003-08-27,92,87.0,Namco,"action,fighting,3d",2,41,161,2003,8,27,Mie,"['3d', 'action', 'fighting']"
The Elder Scrolls V: Skyrim,PlayStation3,2011-11-11,92,66.0,BethesdaGameStudios,"role-playing,first-person,first-person,western-style",1,16,2704,2011,11,11,Vie,"['role-playing', 'first-person', 'western-style']"
Hades,PC,2020-09-17,92,90.0,SupergiantGames,"actionadventure,general,linear",1,50,335,2020,9,17,Jue,"['actionadventure', 'linear', 'general']"
Prince of Persia: The Sands of Time,Xbox,2003-11-12,92,78.0,Ubisoft,"actionadventure,fantasy",1,41,87,2003,11,12,Mie,"['actionadventure', 'fantasy']"
Call of Duty 4: Modern Warfare,PC,2007-11-05,92,85.0,InfinityWard,"action,shooter,shooter,first-person,modern,modern,arcade",>4,40,3197,2007,11,5,Lun,"['modern', 'action', 'first-person', 'arcade', 'shooter']"
Forza Horizon 4,XboxOne,2018-09-28,92,81.0,PlaygroundGames,"racing,simulation,automobile",>4,88,1323,2018,9,28,Vie,"['racing', 'automobile', 'simulation']"
God of War III,PlayStation3,2010-03-16,92,88.0,SCESantaMonica,"actionadventure,fantasy,fantasy,linear",1,101,3304,2010,3,16,Mar,"['actionadventure', 'linear', 'fantasy']"
Divinity: Original Sin II - Definitive Edition,XboxOne,2018-08-31,92,77.0,LarianStudiosGames,"role-playing,western-style",>4,12,129,2018,8,31,Vie,"['role-playing', 'western-style']"
NFL 2K3,GameCube,2002-08-21,92,71.0,VisualConcepts,"sports,traditional,football,sim",4,24,13,2002,8,21,Mie,"['football', 'sports', 'sim', 'traditional']"
SSX Tricky,PlayStation2,2001-11-05,92,88.0,EACanada,"sports,alternative,snowboarding",2,33,100,2001,11,5,Lun,"['snowboarding', 'sports', 'alternative']"
NHL 2002,PlayStation2,2001-09-24,92,83.0,EASports,"sports,traditional,icehockey,sim",>4,22,26,2001,9,24,Lun,"['sports', 'sim', 'icehockey', 'traditional']"
Guitar Hero II,Xbox360,2007-04-03,92,81.0,HarmonixMusicSystems,"action,miscellaneous,rhythm,music,music",2,55,236,2007,4,3,Mar,"['rhythm', 'action', 'music', 'miscellaneous']"
Prince of Persia: The Sands of Time,PlayStation2,2003-11-06,92,88.0,Ubisoft,"actionadventure,fantasy",1,44,327,2003,11,6,Jue,"['actionadventure', 'fantasy']"
Uncharted 3: Drake's Deception,PlayStation3,2011-11-01,92,84.0,NaughtyDog,"actionadventure,modern,modern,linear",>4,97,4611,2011,11,1,Mar,"['actionadventure', 'linear', 'modern']"
Rock Band,Xbox360,2007-11-20,92,80.0,HarmonixMusicSystems,"action,miscellaneous,rhythm,music,music",4,72,187,2007,11,20,Mar,"['rhythm', 'action', 'music', 'miscellaneous']"
Journey,PlayStation4,2015-07-21,92,83.0,TrickyPixels,"action,platformer,3d",2,45,2233,2015,7,21,Mar,"['3d', 'platformer', 'action']"
Bloodborne,PlayStation4,2015-03-24,92,89.0,FromSoftware,"fantasy,role-playing,actionadventure,general,actionrpg",>4,100,10394,2015,3,24,Mar,"['general', 'role-playing', 'fantasy', 'actionrpg', 'actionadventure']"
Eternal Darkness: Sanity's Requiem,GameCube,2002-06-23,92,87.0,SiliconKnights,"actionadventure,horror",1,41,219,2002,6,23,Dom,"['actionadventure', 'horror']"
Warcraft III: Reign of Chaos,PC,2002-07-03,92,92.0,BlizzardEntertainment,"strategy,real-time,fantasy,general,fantasy",No info,40,2041,2002,7,3,Mie,"['real-time', 'strategy', 'fantasy', 'general']"
SSX 3,GameCube,2003-10-20,92,87.0,EACanada,"sports,alternative,snowboarding",2,27,54,2003,10,20,Lun,"['snowboarding', 'sports', 'alternative']"
The Sims,PC,2000-02-04,92,79.0,Maxis,"simulation,miscellaneous,virtuallife,virtual,virtuallife",No info,38,665,2000,2,4,Vie,"['virtuallife', 'miscellaneous', 'virtual', 'simulation']"
Banjo-Kazooie,Nintendo64,1998-05-31,92,91.0,RareLtd.,"action,platformer,3d",1,19,472,1998,5,31,Dom,"['3d', 'platformer', 'action']"
Sid Meier's Gettysburg!,PC,1997-09-30,92,74.0,FiraxisGames,"strategy,real-time,wargame,real-time,general",>4,7,40,1997,9,30,Mar,"['wargame', 'real-time', 'strategy', 'general']"
Celeste,Switch,2018-01-25,92,85.0,MattMakesGamesInc.,"action,platformer,2d",1,36,835,2018,1,25,Jue,"['platformer', '2d', 'action']"
Rock Band 2,Wii,2008-12-18,92,72.0,HarmonixMusicSystems,"action,miscellaneous,rhythm,music,music",4,10,50,2008,12,18,Jue,"['rhythm', 'action', 'music', 'miscellaneous']"
Forza Motorsport,Xbox,2005-05-03,92,76.0,MicrosoftGameStudios,"driving,racing,gt/street",>4,73,235,2005,5,3,Mar,"['racing', 'gt/street', 'driving']"
Madden NFL 2004,Xbox,2003-08-12,92,76.0,EATiburon,"sports,traditional,football,sim",4,27,52,2003,8,12,Mar,"['football', 'sports', 'sim', 'traditional']"
Super Street Fighter IV,PlayStation3,2010-04-27,92,78.0,Capcom,"action,fighting,fighting,3d,2d,3d",>4,58,221,2010,4,27,Mar,"['3d', '2d', 'action', 'fighting']"
World Soccer Winning Eleven 7 International,PC,2004-04-09,92,68.0,KCET,"sports,traditional,team,soccer,sim,sim",2,7,80,2004,4,9,Vie,"['sports', 'traditional', 'sim', 'soccer', 'team']"
Advance Wars,GameBoyAdvance,2001-09-09,92,89.0,IntelligentSystems,"strategy,turn-based,modern",4,28,134,2001,9,9,Dom,"['modern', 'strategy', 'turn-based']"
Vagrant Story,PlayStation,2000-05-15,92,91.0,SquareSoft,"role-playing,actionrpg",1,19,206,2000,5,15,Lun,"['role-playing', 'actionrpg']"
What Remains of Edith Finch,XboxOne,2017-07-19,92,77.0,GiantSparrow,"adventure,3d,first-person",1,12,203,2017,7,19,Mie,"['3d', 'adventure', 'first-person']"
Team Fortress 2,PC,2007-10-10,92,91.0,ValveSoftware,"action,shooter,shooter,first-person,modern,tactical,modern",>4,17,6724,2007,10,10,Mie,"['modern', 'action', 'tactical', 'first-person', 'shooter']"
System Shock 2,PC,1999-08-11,92,91.0,"LookingGlassStudios,IrrationalGames","actionadventure,sci-fi,sci-fi,survival",1,20,638,1999,8,11,Mie,"['actionadventure', 'survival', 'sci-fi']"
Tom Clancy's Splinter Cell: Chaos Theory,PC,2005-03-28,92,87.0,UbisoftMontreal,"actionadventure,modern,general,modern",1,36,500,2005,3,28,Lun,"['actionadventure', 'general', 'modern']"
Final Fantasy XII,PlayStation2,2006-10-31,92,76.0,SquareEnix,"role-playing,console-stylerpg",1,64,1432,2006,10,31,Mar,"['role-playing', 'console-stylerpg']"
Undertale,PlayStation4,2017-08-15,92,69.0,"tobyfox,8-4","role-playing,japanese-style",1,18,755,2017,8,15,Mar,"['role-playing', 'japanese-style']"
Madden NFL 2003,GameCube,2002-08-12,92,74.0,EASports,"sports,traditional,football,sim",4,13,18,2002,8,12,Lun,"['football', 'sports', 'sim', 'traditional']"
The Witcher 3: Wild Hunt,PlayStation4,2015-05-19,92,92.0,CDProjektRedStudio,"actionrpg,role-playing,actionrpg",1,79,15749,2015,5,19,Mar,"['role-playing', 'actionrpg']"
Super Mario World: Super Mario Advance 2,GameBoyAdvance,2002-02-09,92,90.0,Nintendo,"action,platformer,2d",No info,28,185,2002,2,9,Sab,"['platformer', '2d', 'action']"
ESPN NFL 2K5,Xbox,2004-07-20,92,80.0,VisualConcepts,"sports,traditional,football,sim",4,42,126,2004,7,20,Mar,"['football', 'sports', 'sim', 'traditional']"
Super Smash Bros. Melee,GameCube,2001-12-02,92,91.0,HALLabs,"action,fighting,3d",4,38,866,2001,12,2,Dom,"['3d', 'action', 'fighting']"
Madden NFL 2003,Xbox,2002-08-12,92,72.0,EATiburon,"sports,traditional,football,sim",4,16,18,2002,8,12,Lun,"['football', 'sports', 'sim', 'traditional']"
Virtua Tennis,Dreamcast,2000-06-08,92,73.0,Hitmaker,"sports,traditional,tennis",No info,23,8,2000,6,8,Jue,"['tennis', 'sports', 'traditional']"
Rome: Total War,PC,2004-09-22,92,91.0,CreativeAssembly,"strategy,real-time,historic,general,historic",1,58,1340,2004,9,22,Mie,"['historic', 'real-time', 'strategy', 'general']"
Forza Motorsport 3,Xbox360,2009-10-27,92,81.0,Turn10,"driving,racing,simulation,gt/street,gt/street,automobile",>4,90,551,2009,10,27,Mar,"['gt/street', 'automobile', 'racing', 'driving', 'simulation']"
Okami HD,PC,2017-12-12,92,79.0,Capcom,"actionadventure,general",1,10,192,2017,12,12,Mar,"['actionadventure', 'general']"
Undertale,PC,2015-09-15,92,84.0,tobyfox,"role-playing,general,japanese-style",1,43,4446,2015,9,15,Mar,"['role-playing', 'japanese-style', 'general']"
Batman: Arkham Asylum,Xbox360,2009-08-25,92,88.0,RocksteadyStudios,"actionadventure,fantasy,general,fantasy",1,78,1253,2009,8,25,Mar,"['actionadventure', 'fantasy', 'general']"
Super Mario Sunshine,GameCube,2002-08-25,92,85.0,Nintendo,"action,platformer,3d",1,61,756,2002,8,25,Dom,"['3d', 'platformer', 'action']"
SSX 3,Xbox,2003-10-20,92,82.0,EACanada,"sports,alternative,snowboarding",2,27,29,2003,10,20,Lun,"['snowboarding', 'sports', 'alternative']"
SoulCalibur II,Xbox,2003-08-27,92,87.0,Namco,"action,fighting,3d",2,39,63,2003,8,27,Mie,"['3d', 'action', 'fighting']"
Tony Hawk's Pro Skater,PlayStation,1999-08-31,92,88.0,NeversoftEntertainment,"sports,alternative,skateboarding",2,18,110,1999,8,31,Mar,"['skateboarding', 'sports', 'alternative']"
Thief: The Dark Project,PC,1998-11-30,92,90.0,LookingGlassStudios,"actionadventure,fantasy,general,fantasy",1,18,397,1998,11,30,Lun,"['actionadventure', 'fantasy', 'general']"
Fire Emblem: Awakening,3DS,2013-02-04,92,91.0,IntelligentSystems,"strategy,turn-based,fantasy,fantasy,tactics",1,72,1473,2013,2,4,Lun,"['fantasy', 'strategy', 'turn-based', 'tactics']"
Age of Empires II: The Age of Kings,PC,1999-09-30,92,91.0,EnsembleStudios,"strategy,real-time,historic,historic,command",>4,21,1165,1999,9,30,Jue,"['historic', 'real-time', 'strategy', 'command']"
Final Fantasy X,PlayStation2,2001-12-17,92,89.0,SquareSoft,"role-playing,console-stylerpg",1,53,1673,2001,12,17,Lun,"['role-playing', 'console-stylerpg']"
Prince of Persia: The Sands of Time,GameCube,2003-11-18,92,81.0,Ubisoft,"actionadventure,fantasy",1,33,63,2003,11,18,Mar,"['actionadventure', 'fantasy']"
The Walking Dead: A Telltale Games Series,Xbox360,2012-04-27,92,86.0,TelltaleGames,"miscellaneous,adventure,compilation,compilation,point-and-click",1,12,1224,2012,4,27,Vie,"['compilation', 'adventure', 'point-and-click', 'miscellaneous']"
Unreal Tournament (1999),PC,1999-11-30,92,90.0,EpicGames,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",>4,21,601,1999,11,30,Mar,"['action', 'first-person', 'arcade', 'shooter', 'sci-fi']"
Sid Meier's Alpha Centauri,PC,1999-02-12,92,88.0,FiraxisGames,"strategy,turn-based,sci-fi,sci-fi,4x",No info,19,249,1999,2,12,Vie,"['4x', 'strategy', 'turn-based', 'sci-fi']"
Wave Race 64,Nintendo64,1996-11-01,92,83.0,Nintendo,"driving,racing,snow/water",2,13,104,1996,11,1,Vie,"['racing', 'snow/water', 'driving']"
Divinity: Original Sin II - Definitive Edition,PlayStation4,2018-08-31,92,79.0,LarianStudiosGames,"role-playing,western-style",4,46,393,2018,8,31,Vie,"['role-playing', 'western-style']"
Galactic Civilizations II: Twilight of the Arnor,PC,2008-04-30,92,83.0,Stardock,"strategy,turn-based,sci-fi,sci-fi,4x",1,19,138,2008,4,30,Mie,"['4x', 'strategy', 'turn-based', 'sci-fi']"
Super Smash Bros. for Wii U,WiiU,2014-11-21,92,89.0,BandaiNamcoGames,"action,fighting,fighting,3d,2d,2d,3d",>4,77,2035,2014,11,21,Vie,"['3d', '2d', 'action', 'fighting']"
Guitar Hero II,PlayStation2,2006-11-07,92,84.0,HarmonixMusicSystems,"miscellaneous,rhythm,music",2,69,146,2006,11,7,Mar,"['rhythm', 'music', 'miscellaneous']"
Final Fantasy VII,PlayStation,1997-09-03,92,91.0,SquareSoft,"role-playing,console-stylerpg",1,20,2118,1997,9,3,Mie,"['role-playing', 'console-stylerpg']"
Rock Band,PlayStation3,2007-11-20,92,81.0,HarmonixMusicSystems,"action,miscellaneous,rhythm,music,music",4,35,124,2007,11,20,Mar,"['rhythm', 'action', 'music', 'miscellaneous']"
Chrono Trigger,DS,2008-11-25,92,91.0,TOSE,"role-playing,console-stylerpg,console-stylerpg,japanese-style",1,57,653,2008,11,25,Mar,"['role-playing', 'console-stylerpg', 'japanese-style']"
Bayonetta 2,Switch,2018-02-16,92,85.0,"Nintendo,PlatinumGames","actionadventure,linear",1,31,442,2018,2,16,Vie,"['actionadventure', 'linear']"
Journey,PlayStation3,2012-03-13,92,88.0,ThatGameCompany,"action,adventure,general,platformer,platformer,3d,3d",1,78,1517,2012,3,13,Mar,"['adventure', 'action', 'general', '3d', 'platformer']"
Xenoblade Chronicles,Wii,2012-04-06,92,92.0,MonolithSoft,"role-playing,actionrpg,console-stylerpg,actionrpg",1,59,1337,2012,4,6,Vie,"['role-playing', 'console-stylerpg', 'actionrpg']"
Conker's Bad Fur Day,Nintendo64,2001-03-04,92,90.0,RareLtd.,"action,platformer,3d",No info,19,355,2001,3,4,Dom,"['3d', 'platformer', 'action']"
Medal of Honor,PlayStation,1999-10-31,92,88.0,DreamworksInteractive,"action,shooter,first-person,historic",2,17,156,1999,10,31,Dom,"['historic', 'action', 'first-person', 'shooter']"
PaRappa the Rapper,PlayStation,1997-10-31,92,76.0,NanaOn-Sha,"miscellaneous,rhythm,music",1,15,79,1997,10,31,Vie,"['rhythm', 'music', 'miscellaneous']"
Rock Band 2,Xbox360,2008-09-14,92,81.0,HarmonixMusicSystems,"action,miscellaneous,rhythm,music,music",4,69,164,2008,9,14,Dom,"['rhythm', 'action', 'music', 'miscellaneous']"
Mario Kart 8 Deluxe,Switch,2017-04-28,92,86.0,Nintendo,"other,racing,arcade,automobile",>4,95,1952,2017,4,28,Vie,"['racing', 'other', 'arcade', 'automobile']"
The ICO & Shadow of the Colossus Collection,PlayStation3,2011-09-27,92,87.0,BluepointGames,"miscellaneous,actionadventure,fantasy,compilation,compilation",1,58,658,2011,9,27,Mar,"['actionadventure', 'compilation', 'fantasy', 'miscellaneous']"
Rayman Origins,Wii,2011-11-15,92,85.0,UBlartMontpellier,"action,actionadventure,platformer,fantasy,platformer,2d,2d",4,13,172,2011,11,15,Mar,"['2d', 'action', 'platformer', 'fantasy', 'actionadventure']"
Metroid Prime 2: Echoes,GameCube,2004-11-15,92,88.0,RetroStudios,"action,shooter,first-person,sci-fi",4,60,387,2004,11,15,Lun,"['action', 'sci-fi', 'first-person', 'shooter']"
Out of the Park Baseball 17,PC,2016-03-22,92,33.0,OutOfTheParkDevelopments,"sports,baseball,sim,team",No info,8,237,2016,3,22,Mar,"['team', 'baseball', 'sports', 'sim']"
Metroid Fusion,GameBoyAdvance,2002-11-17,92,90.0,Nintendo,"actionadventure,sci-fi",1,44,313,2002,11,17,Dom,"['actionadventure', 'sci-fi']"
The Witcher 3: Wild Hunt - Blood and Wine,PC,2016-05-30,92,93.0,CDProjektRedStudio,"role-playing,actionrpg",No info,50,3088,2016,5,30,Lun,"['role-playing', 'actionrpg']"
Final Fantasy VI Advance,GameBoyAdvance,2007-02-05,92,87.0,TOSE,"role-playing,console-stylerpg",2,25,412,2007,2,5,Lun,"['role-playing', 'console-stylerpg']"
Rayman Legends,WiiU,2013-09-03,92,87.0,UbisoftMontpellier,"action,platformer,platformer,2d,2d",1,35,539,2013,9,3,Mar,"['platformer', '2d', 'action']"
Tiger Woods PGA Tour 2003,PC,2002-10-31,92,51.0,Headgate,"sports,traditional,individual,golf,sim,sim",>4,14,37,2002,10,31,Jue,"['sports', 'golf', 'traditional', 'individual', 'sim']"
Madden NFL 2005,Xbox,2004-08-09,91,74.0,EATiburon,"sports,traditional,football,sim",2,39,30,2004,8,9,Lun,"['football', 'sports', 'sim', 'traditional']"
Super Street Fighter IV,Xbox360,2010-04-27,91,77.0,Capcom,"action,fighting,fighting,3d,2d,3d",>4,55,129,2010,4,27,Mar,"['3d', '2d', 'action', 'fighting']"
Pac-Man Championship Edition DX,PlayStation3,2010-11-23,91,78.0,NamcoBandaiGames,"adventure,general,action,general,general,arcade",No info,25,91,2010,11,23,Mar,"['arcade', 'adventure', 'general', 'action']"
